# l yval col3 col4 col5 col6
     2    0.24637E+04    0.33686E-02   -0.67224E+00    0.28180E+06    0.34349E+05
     3    0.21808E+04    0.11671E-01   -0.13679E+01    0.42961E+06    0.41445E+05
     4    0.19402E+04    0.21502E-01   -0.12539E+01    0.55095E+06    0.45023E+05
     5    0.17638E+04    0.29181E-01   -0.63538E+00    0.65459E+06    0.46820E+05
     6    0.16362E+04    0.33043E-01    0.20631E+00    0.74319E+06    0.47632E+05
     7    0.15422E+04    0.33436E-01    0.10867E+01    0.81947E+06    0.47861E+05
     8    0.14698E+04    0.31556E-01    0.18779E+01    0.88543E+06    0.47741E+05
     9    0.14126E+04    0.28789E-01    0.25101E+01    0.94277E+06    0.47401E+05
    10    0.13656E+04    0.26029E-01    0.29452E+01    0.99283E+06    0.46923E+05
    11    0.13261E+04    0.23704E-01    0.31904E+01    0.10367E+07    0.46351E+05
    12    0.12928E+04    0.21663E-01    0.32746E+01    0.10751E+07    0.45714E+05
    13    0.12644E+04    0.19678E-01    0.32311E+01    0.11088E+07    0.45034E+05
    14    0.12399E+04    0.17728E-01    0.30998E+01    0.11385E+07    0.44328E+05
    15    0.12187E+04    0.15847E-01    0.29221E+01    0.11647E+07    0.43613E+05
    16    0.12001E+04    0.14060E-01    0.27332E+01    0.11879E+07    0.42900E+05
    17    0.11838E+04    0.12377E-01    0.25418E+01    0.12084E+07    0.42194E+05
    18    0.11696E+04    0.10800E-01    0.23502E+01    0.12263E+07    0.41494E+05
    19    0.11574E+04    0.93327E-02    0.21609E+01    0.12420E+07    0.40802E+05
    20    0.11471E+04    0.79780E-02    0.19761E+01    0.12554E+07    0.40118E+05
    21    0.11384E+04    0.67391E-02    0.17982E+01    0.12670E+07    0.39443E+05
    22    0.11313E+04    0.56193E-02    0.16295E+01    0.12767E+07    0.38778E+05
    23    0.11255E+04    0.46217E-02    0.14723E+01    0.12849E+07    0.38124E+05
    24    0.11210E+04    0.37494E-02    0.13290E+01    0.12918E+07    0.37480E+05
    25    0.11174E+04    0.30056E-02    0.12019E+01    0.12974E+07    0.36849E+05
    26    0.11148E+04    0.23935E-02    0.10933E+01    0.13021E+07    0.36231E+05
    27    0.11130E+04    0.19147E-02    0.10049E+01    0.13060E+07    0.35626E+05
    28    0.11118E+04    0.15654E-02    0.93620E+00    0.13091E+07    0.35034E+05
    29    0.11113E+04    0.13402E-02    0.88584E+00    0.13115E+07    0.34456E+05
    30    0.11115E+04    0.12336E-02    0.85261E+00    0.13132E+07    0.33890E+05
    31    0.11123E+04    0.12403E-02    0.83528E+00    0.13142E+07    0.33336E+05
    32    0.11137E+04    0.13549E-02    0.83259E+00    0.13146E+07    0.32795E+05
    33    0.11156E+04    0.15720E-02    0.84332E+00    0.13144E+07    0.32266E+05
    34    0.11181E+04    0.18863E-02    0.86621E+00    0.13136E+07    0.31749E+05
    35    0.11210E+04    0.22923E-02    0.90003E+00    0.13123E+07    0.31243E+05
    36    0.11245E+04    0.27846E-02    0.94353E+00    0.13105E+07    0.30749E+05
    37    0.11283E+04    0.33579E-02    0.99549E+00    0.13082E+07    0.30265E+05
    38    0.11326E+04    0.40068E-02    0.10546E+01    0.13054E+07    0.29792E+05
    39    0.11373E+04    0.47258E-02    0.11198E+01    0.13023E+07    0.29330E+05
    40    0.11423E+04    0.55097E-02    0.11896E+01    0.12987E+07    0.28878E+05
    41    0.11476E+04    0.63530E-02    0.12629E+01    0.12948E+07    0.28435E+05
    42    0.11533E+04    0.72504E-02    0.13385E+01    0.12906E+07    0.28003E+05
    43    0.11592E+04    0.81964E-02    0.14151E+01    0.12861E+07    0.27580E+05
    44    0.11653E+04    0.91856E-02    0.14914E+01    0.12813E+07    0.27166E+05
    45    0.11716E+04    0.10213E-01    0.15662E+01    0.12763E+07    0.26761E+05
    46    0.11781E+04    0.11272E-01    0.16384E+01    0.12712E+07    0.26365E+05
    47    0.11848E+04    0.12359E-01    0.17065E+01    0.12658E+07    0.25977E+05
    48    0.11916E+04    0.13468E-01    0.17695E+01    0.12603E+07    0.25598E+05
    49    0.11984E+04    0.14594E-01    0.18263E+01    0.12547E+07    0.25226E+05
    50    0.12054E+04    0.15739E-01    0.18768E+01    0.12490E+07    0.24862E+05
    51    0.12124E+04    0.16907E-01    0.19213E+01    0.12433E+07    0.24506E+05
    52    0.12195E+04    0.18099E-01    0.19601E+01    0.12374E+07    0.24156E+05
    53    0.12267E+04    0.19320E-01    0.19932E+01    0.12315E+07    0.23814E+05
    54    0.12340E+04    0.20571E-01    0.20210E+01    0.12254E+07    0.23479E+05
    55    0.12414E+04    0.21856E-01    0.20437E+01    0.12193E+07    0.23151E+05
    56    0.12489E+04    0.23177E-01    0.20614E+01    0.12132E+07    0.22829E+05
    57    0.12564E+04    0.24538E-01    0.20745E+01    0.12070E+07    0.22514E+05
    58    0.12641E+04    0.25941E-01    0.20831E+01    0.12007E+07    0.22205E+05
    59    0.12718E+04    0.27389E-01    0.20874E+01    0.11944E+07    0.21902E+05
    60    0.12797E+04    0.28885E-01    0.20876E+01    0.11880E+07    0.21604E+05
    61    0.12876E+04    0.30433E-01    0.20841E+01    0.11816E+07    0.21312E+05
    62    0.12956E+04    0.32034E-01    0.20769E+01    0.11751E+07    0.21026E+05
    63    0.13037E+04    0.33692E-01    0.20663E+01    0.11687E+07    0.20744E+05
