# l yval col3 col4 col5 col6
     2    0.89220E+03    0.27049E-01    0.30035E+01    0.14608E+07    0.13380E+05
     3    0.87951E+03    0.47214E-01    0.36208E+01    0.22777E+07    0.17754E+05
     4    0.85875E+03    0.57523E-01    0.37103E+01    0.29836E+07    0.20273E+05
     5    0.84016E+03    0.55964E-01    0.34848E+01    0.36164E+07    0.21747E+05
     6    0.82635E+03    0.45921E-01    0.31030E+01    0.41836E+07    0.22543E+05
     7    0.81795E+03    0.32708E-01    0.26767E+01    0.46944E+07    0.22880E+05
     8    0.81372E+03    0.20805E-01    0.22702E+01    0.51554E+07    0.22909E+05
     9    0.81283E+03    0.12535E-01    0.19109E+01    0.55739E+07    0.22754E+05
    10    0.81495E+03    0.80560E-02    0.16191E+01    0.59551E+07    0.22498E+05
    11    0.81911E+03    0.62360E-02    0.14014E+01    0.63034E+07    0.22181E+05
    12    0.82487E+03    0.57221E-02    0.12590E+01    0.66225E+07    0.21820E+05
    13    0.83196E+03    0.54023E-02    0.11894E+01    0.69157E+07    0.21426E+05
    14    0.84015E+03    0.51265E-02    0.11785E+01    0.71855E+07    0.21017E+05
    15    0.84920E+03    0.49851E-02    0.12092E+01    0.74342E+07    0.20607E+05
    16    0.85891E+03    0.50506E-02    0.12662E+01    0.76641E+07    0.20210E+05
    17    0.86916E+03    0.53244E-02    0.13416E+01    0.78765E+07    0.19828E+05
    18    0.87985E+03    0.57898E-02    0.14291E+01    0.80729E+07    0.19455E+05
    19    0.89089E+03    0.64303E-02    0.15227E+01    0.82545E+07    0.19090E+05
    20    0.90219E+03    0.72292E-02    0.16160E+01    0.84229E+07    0.18730E+05
    21    0.91367E+03    0.81748E-02    0.17039E+01    0.85792E+07    0.18371E+05
    22    0.92530E+03    0.92734E-02    0.17859E+01    0.87242E+07    0.18015E+05
    23    0.93708E+03    0.10536E-01    0.18621E+01    0.88585E+07    0.17661E+05
    24    0.94899E+03    0.11974E-01    0.19329E+01    0.89829E+07    0.17310E+05
    25    0.96104E+03    0.13599E-01    0.19987E+01    0.90980E+07    0.16963E+05
    26    0.97321E+03    0.15421E-01    0.20598E+01    0.92044E+07    0.16620E+05
    27    0.98549E+03    0.17452E-01    0.21165E+01    0.93028E+07    0.16283E+05
    28    0.99788E+03    0.19703E-01    0.21692E+01    0.93940E+07    0.15951E+05
    29    0.10104E+04    0.22185E-01    0.22183E+01    0.94785E+07    0.15626E+05
    30    0.10229E+04    0.24909E-01    0.22640E+01    0.95570E+07    0.15308E+05
    31    0.10356E+04    0.27885E-01    0.23065E+01    0.96301E+07    0.14997E+05
    32    0.10483E+04    0.31117E-01    0.23450E+01    0.96981E+07    0.14695E+05
    33    0.10611E+04    0.34611E-01    0.23785E+01    0.97610E+07    0.14401E+05
    34    0.10740E+04    0.38368E-01    0.24060E+01    0.98191E+07    0.14118E+05
